FuelDeliveryKey	SourceFuelDeliveryId	DateKey	DeliveryTime	LocationKey	ProductKey	VolumeLitres	AFSTankDeliveryEventId	DocumentNumber	IsDuplicate	IsActive
100	100	20200311	2020-03-11 12:48:02.000	6	2	31751.299999999999	1025504		0	1
101	101	20201112	2020-11-12 09:24:21.000	6	2	32479.0	1037203		0	1
102	102	20210201	2021-02-01 10:19:52.000	6	2	35279.900000000001	1038614		0	1
103	103	20201101	2020-11-01 09:10:39.000	6	2	35659.800000000003	1036822		0	1
104	104	20210204	2021-02-04 14:30:57.000	6	2	36252.400000000001	1038728		0	1
105	105	20200105	2020-01-05 11:13:44.000	6	2	36348.900000000001	1026374		0	1
106	106	20210116	2021-01-16 09:19:48.000	6	2	37760.900000000001	1037906		0	1
107	107	20191205	2019-12-05 10:12:51.000	6	2	38010.5	1022244		0	1
108	108	20191204	2019-12-04 11:17:45.000	6	2	38034.800000000003	1021410		0	1
109	109	20191201	2019-12-01 09:04:08.000	6	2	38234.599999999999	1021384		0	1
110	110	20200303	2020-03-03 12:22:22.000	6	2	38291.599999999999	1025448		0	1
111	111	20200202	2020-02-02 09:57:20.000	6	2	38343.300000000003	1029001		0	1
112	112	20210519	2021-05-19 13:41:19.000	6	2	38345.400000000001	1039778		0	1
113	113	20210522	2021-05-22 10:39:25.000	6	2	38353.800000000003	1039499		0	1
114	114	20200212	2020-02-12 11:10:07.000	6	2	38490.300000000003	1031230		0	1
115	115	20200129	2020-01-29 12:03:33.000	6	2	38491.800000000003	1028602		0	1
116	116	20200120	2020-01-20 10:51:04.000	6	2	38531.199999999997	1028546		0	1
117	117	20200225	2020-02-25 12:29:40.000	6	2	38545.400000000001	1025401		0	1
118	118	20201122	2020-11-22 06:42:48.000	6	2	38592.599999999999	1040010		0	1
119	119	20200114	2020-01-14 10:01:52.000	6	2	38594.300000000003	1027199		0	1
120	120	20200112	2020-01-12 10:04:58.000	6	2	38600.0	1027209		0	1
121	121	20200227	2020-02-27 11:59:57.000	6	2	38600.199999999997	1025423		0	1
122	122	20200227	2020-02-27 11:59:57.000	6	2	38600.199999999997	1025425		0	1
123	123	20210410	2021-04-10 09:30:40.000	6	2	38617.800000000003	1039013		0	1
124	124	20200206	2020-02-06 11:36:40.000	6	2	38618.800000000003	1031191		0	1
125	125	20210425	2021-04-25 08:37:13.000	6	2	38621.0	1039835		0	1
126	126	20201011	2020-10-11 11:53:43.000	6	2	38650.699999999997	1038793		0	1
127	127	20210103	2021-01-03 10:25:18.000	6	2	38656.300000000003	1037402		0	1
128	128	20200208	2020-02-08 09:50:23.000	6	2	38665.0	1031200		0	1
129	129	20191222	2019-12-22 09:55:23.000	6	2	38668.699999999997	1026279		0	1
130	130	20200108	2020-01-08 12:03:14.000	6	2	38669.300000000003	1027171		0	1
131	131	20200105	2020-01-05 12:23:26.000	6	2	38670.800000000003	1026378		0	1
132	132	20200204	2020-02-04 13:06:21.000	6	2	38692.699999999997	1029016		0	1
133	133	20210102	2021-01-02 10:34:38.000	6	2	38722.599999999999	1037394		0	1
134	134	20210425	2021-04-25 11:46:19.000	6	2	38723.599999999999	1039837		0	1
135	135	20210513	2021-05-13 10:43:30.000	6	2	38731.099999999999	1039919		0	1
136	136	20210419	2021-04-19 14:14:40.000	6	2	38757.800000000003	1039426		0	1
137	137	20210215	2021-02-15 12:14:29.000	6	2	38762.099999999999	1038571		0	1
138	138	20210607	2021-06-07 10:56:36.000	6	2	38769.400000000001	1039726		0	1
139	139	20210404	2021-04-04 14:14:27.000	6	2	38776.400000000001	1038943		0	1
140	140	20200116	2020-01-16 12:45:49.000	6	2	38791.800000000003	1027931		0	1
141	141	20210506	2021-05-06 10:06:49.000	6	2	38791.900000000001	1039350		0	1
142	142	20210706	2021-07-06 11:03:28.000	6	2	38803.900000000001	1042818		0	1
143	143	20210101	2021-01-01 11:40:38.000	6	2	38805.400000000001	1037384		0	1
144	144	20210606	2021-06-06 08:34:50.000	6	2	38820.300000000003	1039717		0	1
145	145	20210511	2021-05-11 11:16:21.000	6	2	38823.800000000003	1039601		0	1
146	146	20200517	2020-05-17 11:03:12.000	6	2	38824.099999999999	1035289		0	1
147	147	20210308	2021-03-08 09:19:58.000	6	2	38826.599999999999	1039179		0	1
148	148	20191207	2019-12-07 10:28:09.000	6	2	38838.599999999999	1022264		0	1
149	149	20210530	2021-05-30 12:18:57.000	6	2	38841.900000000001	1039626		0	1
150	150	20210408	2021-04-08 13:03:38.000	6	2	38843.5	1038973		0	1
151	151	20210509	2021-05-09 12:02:05.000	6	2	38855.800000000003	1039295		0	1
152	152	20210507	2021-05-07 11:39:05.000	6	2	38864.0	1039357		0	1
153	153	20210510	2021-05-10 10:14:53.000	6	2	38864.800000000003	1039312		0	1
154	154	20201204	2020-12-04 10:24:09.000	6	2	38869.099999999999	1037529		0	1
155	155	20210219	2021-02-19 09:38:21.000	6	2	38879.5	1038299		0	1
156	156	20210501	2021-05-01 08:40:58.000	6	2	38882.400000000001	1039336		0	1
157	157	20210403	2021-04-03 08:58:03.000	6	2	38893.599999999999	1038923		0	1
158	158	20210326	2021-03-26 11:05:30.000	6	2	38897.800000000003	1038874		0	1
159	159	20210704	2021-07-04 11:42:42.000	6	2	38901.800000000003	1039869		0	1
160	160	20210412	2021-04-12 11:54:16.000	6	2	38902.0	1039278		0	1
161	161	20210610	2021-06-10 09:13:38.000	6	2	38908.5	1039741		0	1
162	162	20210309	2021-03-09 11:04:50.000	6	2	38914.400000000001	1039187		0	1
163	163	20200428	2020-04-28 12:25:51.000	6	2	38926.800000000003	1030726		0	1
164	164	20191210	2019-12-10 11:57:07.000	6	2	38929.199999999997	1022290		0	1
165	165	20210628	2021-06-28 12:23:24.000	6	2	38940.099999999999	1040074		0	1
166	166	20210513	2021-05-13 09:29:10.000	6	2	38940.699999999997	1039921		0	1
167	167	20210316	2021-03-16 09:33:01.000	6	2	38942.400000000001	1038752		0	1
168	168	20210109	2021-01-09 10:41:26.000	6	2	38946.599999999999	1037854		0	1
169	169	20210508	2021-05-08 11:41:03.000	6	2	38948.800000000003	1039366		0	1
170	170	20210114	2021-01-14 12:53:42.000	6	2	38949.599999999999	1037890		0	1
171	171	20210503	2021-05-03 09:59:35.000	6	2	38954.099999999999	1039817		0	1
172	172	20200518	2020-05-18 12:40:41.000	6	2	38954.900000000001	1035292		0	1
173	173	20210127	2021-01-27 10:36:51.000	6	2	38960.800000000003	1038580		0	1
174	174	20201023	2020-10-23 08:49:17.000	6	2	38962.099999999999	1035963		0	1
175	175	20210601	2021-06-01 11:26:36.000	6	2	38963.5	1039431		0	1
176	176	20191209	2019-12-09 12:51:10.000	6	2	38964.300000000003	1022283		0	1
177	177	20200519	2020-05-19 11:21:53.000	6	2	38968.699999999997	1035307		0	1
178	178	20210611	2021-06-11 10:43:20.000	6	2	38968.900000000001	1039901		0	1
179	179	20210623	2021-06-23 12:54:28.000	6	2	38970.699999999997	1039930		0	1
180	180	20210510	2021-05-10 12:52:52.000	6	2	38979.099999999999	1039306		0	1
181	181	20191228	2019-12-28 08:51:47.000	6	2	38983.699999999997	1026330		0	1
182	182	20210520	2021-05-20 11:10:16.000	6	2	38994.300000000003	1039377		0	1
183	183	20191205	2019-12-05 11:05:47.000	6	2	38996.0	1021416		0	1
184	184	20210205	2021-02-05 11:47:02.000	6	2	38996.300000000003	1038732		0	1
185	185	20210531	2021-05-31 11:11:08.000	6	2	38996.5	1039637		0	1
186	186	20210518	2021-05-18 12:16:13.000	6	2	38999.699999999997	1039774		0	1
187	187	20210702	2021-07-02 13:21:12.000	6	2	39002.599999999999	1039899		0	1
188	188	20210512	2021-05-12 09:55:33.000	6	2	39003.300000000003	1039917		0	1
189	189	20210510	2021-05-10 11:37:13.000	6	2	39004.400000000001	1039308		0	1
190	190	20210606	2021-06-06 10:33:10.000	6	2	39007.900000000001	1039507		0	1
191	191	20191224	2019-12-24 08:39:18.000	6	2	39008.0	1026299		0	1
192	192	20210524	2021-05-24 14:10:54.000	6	2	39008.599999999999	1039758		0	1
193	193	20210524	2021-05-24 10:33:07.000	6	2	39010.5	1039764		0	1
194	194	20200428	2020-04-28 11:23:54.000	6	2	39011.400000000001	1030728		0	1
195	195	20210502	2021-05-02 09:28:30.000	6	2	39011.5	1039813		0	1
196	196	20200429	2020-04-29 18:01:41.000	6	2	39012.5	1031095		0	1
197	197	20210506	2021-05-06 12:12:35.000	6	2	39013.699999999997	1039352		0	1
198	198	20210619	2021-06-19 11:55:06.000	6	2	39013.699999999997	1040060		0	1
199	199	20200515	2020-05-15 11:43:41.000	6	2	39014.900000000001	1035270		0	1
200	200	20200515	2020-05-15 11:43:41.000	6	2	39014.900000000001	1035274		0	1
201	201	20200518	2020-05-18 11:41:22.000	6	2	39016.699999999997	1035294		0	1
202	202	20210531	2021-05-31 12:25:39.000	6	2	39023.099999999999	1039635		0	1
203	203	20200224	2020-02-24 09:31:50.000	6	2	39026.199999999997	1027847		0	1
204	204	20200120	2020-01-20 11:44:52.000	6	2	39026.800000000003	1028544		0	1
205	205	20200222	2020-02-22 12:51:05.000	6	2	39027.0	1027829		0	1
206	206	20210329	2021-03-29 09:51:24.000	6	2	39027.199999999997	1038898		0	1
207	207	20210404	2021-04-04 12:49:11.000	6	2	39027.5	1038939		0	1
208	208	20210530	2021-05-30 11:05:37.000	6	2	39028.099999999999	1039628		0	1
209	209	20210528	2021-05-28 15:27:12.000	6	2	39029.900000000001	1039473		0	1
210	210	20210602	2021-06-02 09:20:19.000	6	2	39030.599999999999	1039443		0	1
211	211	20200229	2020-02-29 11:47:18.000	6	2	39032.5	1025435		0	1
212	212	20210706	2021-07-06 12:01:25.000	6	2	39032.599999999999	1042816		0	1
213	213	20210523	2021-05-23 08:29:54.000	6	2	39034.599999999999	1039751		0	1
214	214	20210520	2021-05-20 09:51:47.000	6	2	39035.0	1039379		0	1
215	215	20200216	2020-02-16 11:46:14.000	6	2	39035.800000000003	1031867		0	1
216	216	20200216	2020-02-16 11:46:14.000	6	2	39035.800000000003	1031869		0	1
217	217	20210531	2021-05-31 10:00:10.000	6	2	39037.699999999997	1039639		0	1
218	218	20201111	2020-11-11 08:42:35.000	6	2	39037.900000000001	1037201		0	1
219	219	20200506	2020-05-06 10:36:47.000	6	2	39038.400000000001	1029119		0	1
220	220	20210306	2021-03-06 09:11:49.000	6	2	39038.400000000001	1039159		0	1
221	221	20191218	2019-12-18 10:28:16.000	6	2	39038.5	1024467		0	1
222	222	20200507	2020-05-07 10:44:16.000	6	2	39039.099999999999	1033020		0	1
223	223	20200213	2020-02-13 11:52:25.000	6	2	39040.5	1031235		0	1
224	224	20210502	2021-05-02 11:51:47.000	6	2	39040.800000000003	1039809		0	1
225	225	20210525	2021-05-25 10:08:20.000	6	2	39040.800000000003	1039320		0	1
226	226	20210504	2021-05-04 13:14:35.000	6	2	39041.800000000003	1039407		0	1
227	227	20210508	2021-05-08 09:17:42.000	6	2	39043.099999999999	1039370		0	1
228	228	20200514	2020-05-14 10:30:54.000	6	2	39044.0	1035261		0	1
229	229	20200219	2020-02-19 14:34:40.000	6	2	39044.5	1031903		0	1
230	230	20210524	2021-05-24 13:06:00.000	6	2	39045.699999999997	1039760		0	1
231	231	20210519	2021-05-19 11:05:34.000	6	2	39046.599999999999	1039782		0	1
232	232	20191215	2019-12-15 10:55:02.000	6	2	39047.5	1023143		0	1
233	233	20210117	2021-01-17 10:12:51.000	6	2	39048.900000000001	1039094		0	1
234	234	20210603	2021-06-03 10:13:42.000	6	2	39049.099999999999	1039968		0	1
235	235	20200223	2020-02-23 11:03:30.000	6	2	39049.800000000003	1027838		0	1
236	236	20210606	2021-06-06 11:28:29.000	6	2	39050.199999999997	1039505		0	1
237	237	20200506	2020-05-06 11:31:05.000	6	2	39050.599999999999	1029117		0	1
238	238	20201102	2020-11-02 11:23:58.000	6	2	39051.900000000001	1036838		0	1
239	239	20210110	2021-01-10 10:46:33.000	6	2	39051.900000000001	1037856		0	1
240	240	20200515	2020-05-15 10:50:52.000	6	2	39052.5	1035272		0	1
241	241	20200515	2020-05-15 10:50:52.000	6	2	39052.5	1035276		0	1
242	242	20210526	2021-05-26 12:12:42.000	6	2	39053.400000000001	1039583		0	1
243	243	20210531	2021-05-31 08:45:20.000	6	2	39054.599999999999	1039641		0	1
244	244	20210626	2021-06-26 08:55:53.000	6	2	39055.300000000003	1039945		0	1
245	245	20200512	2020-05-12 11:59:52.000	6	2	39057.199999999997	1028509		0	1
246	246	20200519	2020-05-19 12:24:06.000	6	2	39060.699999999997	1035305		0	1
247	247	20210605	2021-06-05 09:21:47.000	6	2	39061.300000000003	1039980		0	1
248	248	20200103	2020-01-03 11:14:10.000	6	2	39061.400000000001	1026362		0	1
249	249	20200103	2020-01-03 11:14:10.000	6	2	39061.400000000001	1026366		0	1
250	250	20201218	2020-12-18 10:01:46.000	6	2	39061.900000000001	1038199		0	1
251	251	20210420	2021-04-20 09:29:56.000	6	2	39062.300000000003	1039035		0	1
252	252	20210427	2021-04-27 13:25:32.000	6	2	39062.400000000001	1039256		0	1
253	253	20191210	2019-12-10 15:49:49.000	6	2	39063.099999999999	1022292		0	1
254	254	20210703	2021-07-03 08:11:27.000	6	2	39063.099999999999	1039861		0	1
255	255	20201014	2020-10-14 09:07:23.000	6	2	39063.199999999997	1038910		0	1
256	256	20210509	2021-05-09 08:16:38.000	6	2	39064.199999999997	1039301		0	1
257	257	20210427	2021-04-27 08:19:11.000	6	2	39064.300000000003	1039254		0	1
258	258	20200511	2020-05-11 11:07:16.000	6	2	39064.400000000001	1033408		0	1
259	259	20210426	2021-04-26 09:59:40.000	6	2	39064.5	1039248		0	1
260	260	20200505	2020-05-05 10:08:37.000	6	2	39066.900000000001	1029110		0	1
261	261	20210420	2021-04-20 13:03:27.000	6	2	39071.0	1039037		0	1
262	262	20210426	2021-04-26 12:20:03.000	6	2	39071.400000000001	1039244		0	1
263	263	20200509	2020-05-09 11:41:37.000	6	2	39072.300000000003	1033388		0	1
264	264	20210504	2021-05-04 11:58:14.000	6	2	39072.300000000003	1039409		0	1
265	265	20210110	2021-01-10 08:35:49.000	6	2	39072.599999999999	1037860		0	1
266	266	20210501	2021-05-01 09:46:50.000	6	2	39072.599999999999	1039334		0	1
267	267	20210225	2021-02-25 11:10:50.000	6	2	39073.400000000001	1038652		0	1
268	268	20210525	2021-05-25 13:36:37.000	6	2	39073.400000000001	1039314		0	1
269	269	20210411	2021-04-11 09:39:12.000	6	2	39075.5	1039025		0	1
270	270	20210521	2021-05-21 08:57:47.000	6	2	39075.699999999997	1039615		0	1
271	271	20210116	2021-01-16 10:19:35.000	6	2	39075.900000000001	1037904		0	1
272	272	20210505	2021-05-05 09:29:28.000	6	2	39076.099999999999	1039617		0	1
273	273	20210622	2021-06-22 12:01:43.000	6	2	39077.0	1039926		0	1
274	274	20210426	2021-04-26 08:50:58.000	6	2	39077.300000000003	1039250		0	1
275	275	20210115	2021-01-15 08:16:15.000	6	2	39077.400000000001	1037900		0	1
276	276	20210613	2021-06-13 11:15:43.000	6	2	39077.699999999997	1039990		0	1
277	277	20210504	2021-05-04 09:24:11.000	6	2	39079.199999999997	1039405		0	1
278	278	20210307	2021-03-07 08:25:14.000	6	2	39079.699999999997	1039169		0	1
279	279	20210407	2021-04-07 09:03:09.000	6	2	39081.599999999999	1038969		0	1
280	280	20191224	2019-12-24 10:29:40.000	6	2	39084.400000000001	1026295		0	1
281	281	20200504	2020-05-04 10:04:26.000	6	2	39084.800000000003	1029100		0	1
282	282	20200220	2020-02-20 11:29:31.000	6	2	39085.099999999999	1027814		0	1
283	283	20200220	2020-02-20 11:29:31.000	6	2	39085.099999999999	1027816		0	1
284	284	20210514	2021-05-14 13:32:40.000	6	2	39085.5	1039484		0	1
285	285	20210419	2021-04-19 08:49:13.000	6	2	39085.800000000003	1039419		0	1
286	286	20210602	2021-06-02 12:13:51.000	6	2	39086.0	1039437		0	1
287	287	20210503	2021-05-03 12:01:23.000	6	2	39086.400000000001	1039820		0	1
288	288	20210210	2021-02-10 09:07:06.000	6	2	39086.599999999999	1038544		0	1
289	289	20210512	2021-05-12 12:11:05.000	6	2	39087.699999999997	1039913		0	1
290	290	20200102	2020-01-02 09:37:22.000	6	2	39087.800000000003	1026355		0	1
291	291	20191215	2019-12-15 09:54:59.000	6	2	39087.900000000001	1023145		0	1
292	292	20210521	2021-05-21 10:13:31.000	6	2	39087.900000000001	1039613		0	1
293	293	20201102	2020-11-02 09:18:01.000	6	2	39088.099999999999	1036842		0	1
294	294	20200427	2020-04-27 11:38:33.000	6	2	39088.400000000001	1030722		0	1
295	295	20191229	2019-12-29 08:55:35.000	6	2	39088.699999999997	1026338		0	1
296	296	20210528	2021-05-28 10:37:15.000	6	2	39089.400000000001	1039469		0	1
297	297	20200507	2020-05-07 11:41:13.000	6	2	39089.5	1033018		0	1
298	298	20200109	2020-01-09 11:45:40.000	6	2	39089.800000000003	1027175		0	1
299	299	20210114	2021-01-14 13:55:18.000	6	2	39090.199999999997	1037888		0	1
300	300	20210211	2021-02-11 15:11:04.000	6	2	39090.300000000003	1038551		0	1
301	301	20210419	2021-04-19 11:59:31.000	6	2	39090.599999999999	1039422		0	1
302	302	20210526	2021-05-26 14:39:37.000	6	2	39090.699999999997	1039324		0	1
303	303	20200218	2020-02-18 09:00:42.000	6	2	39091.099999999999	1031886		0	1
304	304	20210520	2021-05-20 08:35:28.000	6	2	39091.900000000001	1039381		0	1
305	305	20200519	2020-05-19 13:36:57.000	6	2	39092.599999999999	1035303		0	1
306	306	20210525	2021-05-25 11:13:25.000	6	2	39092.900000000001	1039318		0	1
307	307	20210525	2021-05-25 12:25:28.000	6	2	39093.0	1039316		0	1
308	308	20210515	2021-05-15 10:10:02.000	6	2	39093.5	1039497		0	1
309	309	20210605	2021-06-05 08:19:06.000	6	2	39094.800000000003	1039982		0	1
310	310	20210520	2021-05-20 12:26:06.000	6	2	39095.900000000001	1039375		0	1
311	311	20210509	2021-05-09 09:36:55.000	6	2	39096.199999999997	1039299		0	1
312	312	20210704	2021-07-04 10:43:50.000	6	2	39096.199999999997	1039871		0	1
313	313	20210529	2021-05-29 13:19:20.000	6	2	39096.400000000001	1039481		0	1
314	314	20210330	2021-03-30 12:34:32.000	6	2	39098.699999999997	1039847		0	1
315	315	20200426	2020-04-26 14:39:14.000	6	2	39099.5	1030720		0	1
316	316	20210113	2021-01-13 15:09:56.000	6	2	39099.699999999997	1037883		0	1
317	317	20200503	2020-05-03 10:04:34.000	6	2	39100.099999999999	1029095		0	1
318	318	20210427	2021-04-27 09:24:11.000	6	2	39100.199999999997	1039252		0	1
319	319	20210504	2021-05-04 10:44:09.000	6	2	39101.0	1039403		0	1
320	320	20210521	2021-05-21 11:22:10.000	6	2	39102.099999999999	1039611		0	1
321	321	20210529	2021-05-29 15:54:13.000	6	2	39103.5	1039477		0	1
322	322	20210709	2021-07-09 10:57:59.000	6	2	39103.699999999997	1043194		0	1
323	323	20210118	2021-01-18 10:50:30.000	6	2	39104.800000000003	1038280		0	1
324	324	20191231	2019-12-31 08:55:41.000	6	2	39105.0	1026349		0	1
325	325	20200128	2020-01-28 13:56:41.000	6	2	39105.0	1028595		0	1
326	326	20210117	2021-01-17 07:49:28.000	6	2	39105.800000000003	1039098		0	1
327	327	20210707	2021-07-07 09:33:04.000	6	2	39105.900000000001	1042928		0	1
328	328	20210118	2021-01-18 09:45:47.000	6	2	39106.400000000001	1038282		0	1
329	329	20210708	2021-07-08 11:34:08.000	6	2	39106.5	1043068		0	1
