LocationVolumeKey	SourceLocationVolumeReadingId	DateKey	ReadingDateTime	LocationKey	VolumeReadingLitres	IsDuplicate	IsAggregate	IsActive
67	67	20191202	2019-12-02 06:23:21.330	14	1000.0	0	0	1
68	68	20191202	2019-12-02 07:00:01.007	5	1000.0	0	0	1
69	69	20191202	2019-12-02 07:00:00.647	14	1000.0	0	0	1
70	70	20191202	2019-12-02 08:00:00.090	5	1000.0	0	0	1
71	71	20191202	2019-12-02 08:00:00.917	14	1000.0	0	0	1
72	72	20191202	2019-12-02 09:00:00.780	5	1000.0	0	0	1
73	73	20191202	2019-12-02 09:00:00.713	14	1000.0	0	0	1
74	74	20191202	2019-12-02 10:00:00.113	5	1000.0	0	0	1
75	75	20191202	2019-12-02 10:00:00.410	14	1000.0	0	0	1
76	76	20191202	2019-12-02 11:00:00.987	5	1000.0	0	0	1
77	77	20191202	2019-12-02 11:00:00.070	14	1000.0	0	0	1
78	78	20191202	2019-12-02 12:00:00.900	5	1000.0	0	0	1
79	79	20191202	2019-12-02 14:12:24.557	5	1000.0	0	0	1
80	80	20191202	2019-12-02 14:24:43.210	14	1000.0	0	0	1
81	81	20191202	2019-12-02 15:00:00.600	5	1000.0	0	0	1
82	82	20191202	2019-12-02 16:00:00.830	5	1000.0	0	0	1
83	83	20191202	2019-12-02 17:00:00.337	5	1000.0	0	0	1
84	84	20191202	2019-12-02 18:00:00.733	5	1000.0	0	0	1
85	85	20191202	2019-12-02 19:00:00.003	5	1000.0	0	0	1
86	86	20191202	2019-12-02 20:00:00.533	5	1000.0	0	0	1
87	87	20191202	2019-12-02 21:46:38.107	5	1000.0	0	0	1
88	88	20191202	2019-12-02 21:46:41.100	14	1000.0	0	0	1
89	89	20191202	2019-12-02 22:00:00.103	5	1000.0	0	0	1
90	90	20191202	2019-12-02 22:00:00.773	14	1000.0	0	0	1
91	91	20191202	2019-12-02 23:00:00.373	5	1000.0	0	0	1
92	92	20191202	2019-12-02 23:00:00.577	14	1000.0	0	0	1
93	93	20191203	2019-12-03 00:00:00.423	5	1000.0	0	0	1
94	94	20191203	2019-12-03 00:00:00.703	14	1000.0	0	0	1
95	95	20191203	2019-12-03 01:00:00.380	5	1000.0	0	0	1
96	96	20191203	2019-12-03 01:00:00.690	14	1000.0	0	0	1
97	97	20191203	2019-12-03 02:00:00.637	5	1000.0	0	0	1
98	98	20191203	2019-12-03 02:00:00.040	14	1000.0	0	0	1
99	99	20191203	2019-12-03 03:00:00.890	5	1000.0	0	0	1
100	27280	20220825	2022-08-25 00:00:02.800	6	932107.0	0	1	1
101	27281	20220825	2022-08-25 00:30:59.107	27	500.0	0	0	1
102	27282	20220825	2022-08-25 01:00:03.077	6	927940.0	0	1	1
103	27283	20220825	2022-08-25 01:00:00.153	27	500.0	0	0	1
104	27284	20220825	2022-08-25 02:00:02.333	6	927851.0	0	1	1
105	27285	20220825	2022-08-25 02:00:00.663	27	500.0	0	0	1
106	27286	20220825	2022-08-25 03:00:02.713	6	924179.0	0	1	1
107	27287	20220825	2022-08-25 03:00:00.303	27	500.0	0	0	1
108	27288	20220825	2022-08-25 04:00:02.953	6	920870.0	0	1	1
109	27289	20220825	2022-08-25 04:00:00.040	27	500.0	0	0	1
110	27290	20220825	2022-08-25 05:00:02.200	6	916982.0	0	1	1
111	27291	20220825	2022-08-25 05:00:00.277	27	500.0	0	0	1
112	27292	20220825	2022-08-25 06:00:02.453	6	916777.0	0	1	1
113	27293	20220825	2022-08-25 06:07:40.460	27	500.0	0	0	1
114	25916	20220627	2022-06-27 18:00:02.460	6	645570.0	0	1	1
115	25917	20220627	2022-06-27 19:00:02.713	6	641842.0	0	1	1
116	25918	20220627	2022-06-27 20:00:02.957	6	635032.0	0	1	1
117	25919	20220627	2022-06-27 21:00:02.297	6	629199.0	0	1	1
118	25920	20220627	2022-06-27 22:00:02.527	6	629128.0	0	1	1
119	25921	20220627	2022-06-27 23:00:02.790	6	628594.0	0	1	1
120	25922	20220628	2022-06-28 00:00:03.057	6	621334.0	0	1	1
121	25923	20220628	2022-06-28 01:00:02.330	6	605798.0	0	1	1
122	25924	20220628	2022-06-28 02:00:02.580	6	601101.0	0	1	1
123	25925	20220628	2022-06-28 03:00:02.843	6	590071.0	0	1	1
124	25926	20220628	2022-06-28 04:00:03.107	6	575397.0	0	1	1
125	25927	20220628	2022-06-28 05:00:02.380	6	563042.0	0	1	1
126	25928	20220628	2022-06-28 06:00:02.657	6	562019.0	0	1	1
127	25929	20220628	2022-06-28 07:00:02.907	6	561705.0	0	1	1
128	25930	20220628	2022-06-28 07:56:00.000	15	516516.0	0	0	1
129	25931	20220628	2022-06-28 08:00:02.287	6	557837.0	0	1	1
130	25932	20220628	2022-06-28 09:00:02.577	6	549552.0	0	1	1
131	25933	20220628	2022-06-28 10:00:02.827	6	539464.0	0	1	1
132	25934	20220628	2022-06-28 11:00:03.100	6	525366.0	0	1	0
133	25935	20220628	2022-06-28 12:00:02.413	6	573574.0	0	1	1
134	25936	20220628	2022-06-28 13:00:02.657	6	517163.0	0	1	0
135	25937	20220628	2022-06-28 14:00:03.063	6	527070.0	0	1	0
136	25938	20220628	2022-06-28 15:00:02.367	6	572493.0	0	1	0
137	25939	20220628	2022-06-28 16:00:02.617	6	502226.0	0	1	0
138	25940	20220628	2022-06-28 18:00:03.067	6	544608.0	0	1	0
139	25941	20220628	2022-06-28 21:00:02.597	6	539485.0	0	1	0
140	25942	20220628	2022-06-28 22:00:02.957	6	618835.0	0	1	1
141	25943	20220628	2022-06-28 23:00:02.267	6	618507.0	0	1	1
142	25944	20220629	2022-06-29 00:00:02.523	6	614778.0	0	1	1
143	25945	20220629	2022-06-29 01:00:02.793	6	610296.0	0	1	1
144	25946	20220629	2022-06-29 02:00:03.050	6	606855.0	0	1	1
145	25947	20220629	2022-06-29 03:00:02.370	6	603397.0	0	1	1
146	25948	20220629	2022-06-29 04:00:02.630	6	590630.0	0	1	1
147	25949	20220629	2022-06-29 05:00:02.937	6	587605.0	0	1	1
148	25950	20220629	2022-06-29 06:00:02.287	6	587475.0	0	1	1
149	25951	20220629	2022-06-29 07:00:02.547	6	582908.0	0	1	1
150	25952	20220629	2022-06-29 08:00:02.790	6	575457.0	0	1	1
151	25953	20220629	2022-06-29 08:31:00.000	15	564769.0	0	0	1
152	25954	20220629	2022-06-29 09:00:03.040	6	570762.0	0	1	1
153	25955	20220629	2022-06-29 10:00:02.340	6	565130.0	0	1	1
154	25956	20220629	2022-06-29 11:00:02.607	6	535561.0	0	1	0
155	25957	20220629	2022-06-29 12:00:02.850	6	585686.0	0	1	1
156	25958	20220629	2022-06-29 13:00:03.100	6	592832.0	0	1	1
157	25959	20220629	2022-06-29 14:00:02.350	6	608479.0	0	1	1
158	25960	20220629	2022-06-29 15:00:02.600	6	613466.0	0	1	1
159	25961	20220629	2022-06-29 16:00:02.853	6	615316.0	0	1	1
160	25962	20220629	2022-06-29 17:00:03.090	6	621155.0	0	1	1
161	25963	20220629	2022-06-29 18:00:02.387	6	635895.0	0	1	1
162	25964	20220629	2022-06-29 19:00:02.640	6	633612.0	0	1	1
163	25965	20220629	2022-06-29 20:00:02.903	6	632705.0	0	1	1
164	25966	20220629	2022-06-29 21:00:02.140	6	632582.0	0	1	1
165	25967	20220629	2022-06-29 22:00:02.527	6	632473.0	0	1	1
166	25968	20220629	2022-06-29 23:00:02.770	6	631217.0	0	1	1
167	25969	20220630	2022-06-30 00:00:03.043	6	623191.0	0	1	1
168	25970	20220630	2022-06-30 01:00:02.367	6	620005.0	0	1	1
169	25971	20220630	2022-06-30 02:00:02.637	6	615316.0	0	1	1
170	25972	20220630	2022-06-30 03:00:02.900	6	611992.0	0	1	1
171	25973	20220630	2022-06-30 04:00:02.313	6	611917.0	0	1	1
172	25974	20220630	2022-06-30 05:00:02.557	6	611834.0	0	1	1
173	25975	20220630	2022-06-30 06:00:02.813	6	611776.0	0	1	1
174	25976	20220630	2022-06-30 07:00:03.070	6	611412.0	0	1	1
175	25977	20220630	2022-06-30 07:47:00.000	15	570687.0	0	0	1
176	25978	20220630	2022-06-30 08:00:02.953	6	602085.0	0	1	1
177	25979	20220630	2022-06-30 09:00:02.520	6	597044.0	0	1	1
178	25980	20220630	2022-06-30 10:00:02.773	6	593216.0	0	1	1
179	25981	20220630	2022-06-30 11:00:03.043	6	608314.0	0	1	1
180	25982	20220630	2022-06-30 12:00:02.307	6	619977.0	0	1	1
181	25983	20220630	2022-06-30 13:00:02.570	6	629936.0	0	1	1
182	25984	20220630	2022-06-30 14:00:02.857	6	647419.0	0	1	1
183	25985	20220630	2022-06-30 15:00:02.123	6	656882.0	0	1	1
184	25986	20220630	2022-06-30 16:00:02.393	6	661666.0	0	1	1
185	25987	20220630	2022-06-30 17:00:02.687	6	664173.0	0	1	1
186	25988	20220630	2022-06-30 18:00:02.963	6	658441.0	0	1	1
187	25989	20220630	2022-06-30 19:00:02.257	6	654637.0	0	1	1
188	25990	20220630	2022-06-30 20:00:02.597	6	645279.0	0	1	1
189	25991	20220630	2022-06-30 21:00:02.933	6	639789.0	0	1	1
190	25992	20220630	2022-06-30 22:00:02.167	6	638267.0	0	1	1
191	25993	20220630	2022-06-30 23:00:02.453	6	637461.0	0	1	1
192	25994	20220701	2022-07-01 00:00:02.717	6	627875.0	0	1	1
193	25995	20220701	2022-07-01 01:00:02.983	6	618520.0	0	1	1
194	25996	20220701	2022-07-01 02:00:02.243	6	618085.0	0	1	1
195	25997	20220701	2022-07-01 03:00:02.527	6	617996.0	0	1	1
196	25998	20220701	2022-07-01 04:00:02.790	6	617906.0	0	1	1
197	25999	20220701	2022-07-01 05:00:03.040	6	617843.0	0	1	1
198	26000	20220701	2022-07-01 06:00:02.300	6	617755.0	0	1	1
199	26001	20220701	2022-07-01 07:00:02.583	6	614604.0	0	1	1
200	26002	20220701	2022-07-01 08:00:02.887	6	608340.0	0	1	1
201	26003	20220701	2022-07-01 08:00:00.000	15	602552.0	0	0	1
202	26004	20220701	2022-07-01 09:00:02.177	6	606478.0	0	1	1
203	26005	20220701	2022-07-01 10:00:02.447	6	615155.0	0	1	1
204	26006	20220701	2022-07-01 11:00:02.733	6	623684.0	0	1	1
205	26007	20220701	2022-07-01 12:00:02.973	6	632625.0	0	1	1
206	26008	20220701	2022-07-01 13:00:02.367	6	649105.0	0	1	1
207	26009	20220701	2022-07-01 14:00:02.630	6	665401.0	0	1	1
208	26010	20220701	2022-07-01 15:00:02.903	6	683313.0	0	1	1
209	26011	20220701	2022-07-01 16:00:02.160	6	690398.0	0	1	1
210	26012	20220701	2022-07-01 17:00:02.423	6	707142.0	0	1	1
211	26013	20220701	2022-07-01 18:00:03.287	6	720668.0	0	1	1
212	26014	20220701	2022-07-01 19:00:04.080	6	711818.0	0	1	1
213	26015	20220701	2022-07-01 20:00:02.377	6	710196.0	0	1	1
214	26016	20220701	2022-07-01 21:00:04.183	6	700721.0	0	1	1
215	26017	20220701	2022-07-01 22:00:02.447	6	700498.0	0	1	1
216	26018	20220701	2022-07-01 23:00:02.717	6	694236.0	0	1	1
217	26019	20220702	2022-07-02 00:00:02.993	6	689533.0	0	1	1
218	26020	20220702	2022-07-02 01:00:02.253	6	685466.0	0	1	1
219	26021	20220702	2022-07-02 02:00:02.503	6	675159.0	0	1	1
220	26022	20220702	2022-07-02 03:00:02.760	6	665980.0	0	1	1
221	26023	20220702	2022-07-02 04:00:04.247	6	653722.0	0	1	1
222	26024	20220702	2022-07-02 05:00:02.533	6	643182.0	0	1	1
223	26025	20220702	2022-07-02 06:00:02.797	6	643071.0	0	1	1
224	26026	20220702	2022-07-02 07:00:03.073	6	639373.0	0	1	1
225	26027	20220702	2022-07-02 08:00:02.313	6	635836.0	0	1	1
226	26028	20220702	2022-07-02 09:00:04.193	6	624074.0	0	1	1
227	26029	20220702	2022-07-02 10:00:02.500	6	631852.0	0	1	1
228	26030	20220702	2022-07-02 11:00:02.720	6	640116.0	0	1	1
229	26031	20220702	2022-07-02 12:00:03.080	6	651425.0	0	1	1
230	26032	20220702	2022-07-02 13:00:02.353	6	663109.0	0	1	1
231	26033	20220702	2022-07-02 14:00:02.613	6	677284.0	0	1	1
232	26034	20220702	2022-07-02 15:00:02.853	6	688442.0	0	1	1
233	26035	20220702	2022-07-02 16:00:02.120	6	695203.0	0	1	1
234	26036	20220702	2022-07-02 17:00:02.380	6	708898.0	0	1	1
235	26037	20220702	2022-07-02 18:00:02.637	6	710745.0	0	1	1
236	26038	20220702	2022-07-02 19:00:02.890	6	707643.0	0	1	1
237	26039	20220702	2022-07-02 20:00:02.170	6	700692.0	0	1	1
238	26040	20220702	2022-07-02 21:00:02.427	6	698791.0	0	1	1
239	26041	20220702	2022-07-02 22:00:02.673	6	698245.0	0	1	1
240	26042	20220702	2022-07-02 23:00:02.963	6	693504.0	0	1	1
241	26043	20220703	2022-07-03 00:00:02.230	6	679885.0	0	1	1
242	26044	20220703	2022-07-03 01:00:02.513	6	667238.0	0	1	1
243	26045	20220703	2022-07-03 02:00:02.773	6	664749.0	0	1	1
244	26046	20220703	2022-07-03 03:00:03.040	6	663274.0	0	1	1
245	26047	20220703	2022-07-03 04:00:02.313	6	663219.0	0	1	1
246	26048	20220703	2022-07-03 05:00:02.570	6	659631.0	0	1	1
247	26049	20220703	2022-07-03 06:00:02.823	6	659501.0	0	1	1
248	26050	20220704	2022-07-04 02:00:02.147	6	500758.0	0	1	0
249	26051	20220704	2022-07-04 03:00:02.417	6	543940.0	0	1	0
250	26052	20220704	2022-07-04 04:00:02.667	6	587269.0	0	1	0
251	26053	20220704	2022-07-04 05:00:02.927	6	676160.0	0	1	1
252	26054	20220704	2022-07-04 06:00:02.210	6	534325.0	0	1	0
253	26055	20220704	2022-07-04 06:52:00.000	15	620306.0	0	0	1
254	26056	20220704	2022-07-04 07:00:02.450	6	671689.0	0	1	1
255	26057	20220704	2022-07-04 08:00:02.730	6	661512.0	0	1	1
256	26058	20220704	2022-07-04 09:00:02.957	6	652692.0	0	1	1
257	26059	20220704	2022-07-04 10:00:02.193	6	658514.0	0	1	1
258	26060	20220704	2022-07-04 11:00:02.433	6	669096.0	0	1	1
259	26061	20220704	2022-07-04 12:00:02.687	6	677376.0	0	1	1
260	26062	20220704	2022-07-04 13:00:02.957	6	705301.0	0	1	1
261	26063	20220704	2022-07-04 14:00:02.243	6	733449.0	0	1	1
262	26064	20220704	2022-07-04 15:00:02.510	6	754714.0	0	1	1
263	26065	20220704	2022-07-04 16:00:02.707	6	775062.0	0	1	1
264	26066	20220704	2022-07-04 17:00:02.993	6	652187.0	0	1	0
265	26067	20220704	2022-07-04 18:00:02.343	6	769400.0	0	1	1
266	26068	20220704	2022-07-04 19:00:04.097	6	647073.0	0	1	0
267	26069	20220704	2022-07-04 20:00:02.343	6	582974.0	0	1	0
268	26070	20220704	2022-07-04 21:00:02.593	6	540042.0	0	1	0
269	26071	20220704	2022-07-04 22:00:03.983	6	785311.0	0	1	1
270	26072	20220704	2022-07-04 23:00:02.250	6	597563.0	0	1	0
271	26073	20220705	2022-07-05 00:00:04.077	6	765278.0	0	1	1
272	26074	20220705	2022-07-05 01:00:02.347	6	584048.0	0	1	0
273	26075	20220705	2022-07-05 02:00:02.623	6	750890.0	0	1	1
274	26076	20220705	2022-07-05 03:00:03.477	6	739030.0	0	1	1
275	26077	20220705	2022-07-05 04:00:03.323	6	731754.0	0	1	1
276	26078	20220705	2022-07-05 05:00:02.563	6	731700.0	0	1	1
277	26079	20220705	2022-07-05 06:00:04.340	6	731621.0	0	1	1
278	26080	20220705	2022-07-05 07:00:02.680	6	731234.0	0	1	1
279	26081	20220705	2022-07-05 07:28:00.000	15	632141.0	0	0	1
280	26082	20220705	2022-07-05 08:00:03.930	6	722976.0	0	1	1
281	26083	20220705	2022-07-05 09:00:02.197	6	714142.0	0	1	1
282	26084	20220705	2022-07-05 10:00:02.440	6	740433.0	0	1	1
283	26085	20220705	2022-07-05 11:00:02.707	6	759314.0	0	1	1
284	26086	20220705	2022-07-05 12:00:03.217	6	772723.0	0	1	1
285	26087	20220705	2022-07-05 13:00:02.460	6	797889.0	0	1	1
286	26088	20220705	2022-07-05 14:00:02.727	6	762662.0	0	1	0
287	26089	20220705	2022-07-05 15:00:03.000	6	831657.0	0	1	1
288	26090	20220705	2022-07-05 16:00:02.367	6	823900.0	0	1	1
289	26091	20220705	2022-07-05 17:00:02.640	6	819022.0	0	1	1
290	26092	20220705	2022-07-05 18:00:02.880	6	812645.0	0	1	1
291	26093	20220705	2022-07-05 19:00:02.133	6	806833.0	0	1	1
292	26094	20220705	2022-07-05 20:00:02.403	6	802182.0	0	1	1
293	26095	20220705	2022-07-05 21:00:02.667	6	796192.0	0	1	1
294	26096	20220705	2022-07-05 22:00:02.943	6	796048.0	0	1	1
295	26097	20220705	2022-07-05 23:00:02.177	6	794437.0	0	1	1
296	26098	20220706	2022-07-06 00:00:02.427	6	787776.0	0	1	1
297	26099	20220706	2022-07-06 01:00:02.680	6	780417.0	0	1	1
298	26100	20220706	2022-07-06 02:00:02.927	6	770466.0	0	1	1
299	26101	20220706	2022-07-06 03:00:02.363	6	763905.0	0	1	1
300	26102	20220706	2022-07-06 04:00:02.747	6	759323.0	0	1	1
301	26103	20220706	2022-07-06 05:00:03.000	6	751904.0	0	1	1
302	26104	20220706	2022-07-06 06:00:02.353	6	751839.0	0	1	1
303	26105	20220708	2022-07-08 02:00:03.030	6	848645.0	0	1	1
304	26106	20220708	2022-07-08 03:00:02.390	6	840867.0	0	1	1
305	26107	20220708	2022-07-08 04:00:02.663	6	827134.0	0	1	1
306	26108	20220708	2022-07-08 05:00:02.920	6	818634.0	0	1	1
307	26109	20220708	2022-07-08 06:00:02.177	6	818527.0	0	1	1
308	26110	20220708	2022-07-08 06:28:00.000	15	640335.0	0	0	1
309	26111	20220708	2022-07-08 07:00:02.443	6	809531.0	0	1	1
310	26112	20220708	2022-07-08 08:00:02.707	6	799225.0	0	1	1
311	26113	20220708	2022-07-08 09:00:02.947	6	794722.0	0	1	1
312	26114	20220708	2022-07-08 10:00:02.217	6	809837.0	0	1	1
313	26115	20220708	2022-07-08 11:00:02.477	6	826780.0	0	1	1
314	26116	20220708	2022-07-08 12:00:02.727	6	851898.0	0	1	1
315	26117	20220708	2022-07-08 13:00:03.010	6	875472.0	0	1	1
316	26118	20220708	2022-07-08 14:00:02.400	6	893479.0	0	1	1
317	26119	20220708	2022-07-08 15:00:02.647	6	893569.0	0	1	1
318	26120	20220708	2022-07-08 16:00:02.897	6	889202.0	0	1	1
319	26121	20220708	2022-07-08 17:00:02.153	6	885832.0	0	1	1
320	26122	20220708	2022-07-08 18:00:02.417	6	879183.0	0	1	1
321	26123	20220708	2022-07-08 19:00:02.683	6	877908.0	0	1	1
322	26124	20220708	2022-07-08 20:00:02.953	6	872484.0	0	1	1
323	26125	20220708	2022-07-08 21:00:02.200	6	869365.0	0	1	1
324	26126	20220708	2022-07-08 22:00:02.467	6	868814.0	0	1	1
325	26127	20220708	2022-07-08 23:00:02.717	6	865660.0	0	1	1
326	26128	20220709	2022-07-09 00:00:03.007	6	865515.0	0	1	1
327	26129	20220709	2022-07-09 01:00:02.257	6	862238.0	0	1	1
328	26130	20220709	2022-07-09 02:00:02.540	6	855411.0	0	1	1
329	26131	20220709	2022-07-09 03:00:02.807	6	851627.0	0	1	1
330	26132	20220709	2022-07-09 04:00:03.063	6	844227.0	0	1	1
331	26133	20220709	2022-07-09 05:00:02.427	6	839878.0	0	1	1
332	26134	20220709	2022-07-09 06:00:02.683	6	839805.0	0	1	1
333	26135	20220709	2022-07-09 07:00:02.950	6	839521.0	0	1	1
334	26136	20220709	2022-07-09 08:00:02.213	6	832484.0	0	1	1
335	26137	20220709	2022-07-09 09:00:02.487	6	860408.0	0	1	1
336	26138	20220709	2022-07-09 10:00:02.767	6	881170.0	0	1	1
337	26139	20220709	2022-07-09 11:00:03.050	6	890613.0	0	1	1
338	26140	20220709	2022-07-09 12:00:02.403	6	916092.0	0	1	1
339	26141	20220709	2022-07-09 13:00:02.683	6	910289.0	0	1	1
340	26142	20220709	2022-07-09 14:00:02.920	6	909476.0	0	1	1
341	26143	20220709	2022-07-09 15:00:02.227	6	905412.0	0	1	1
342	26144	20220709	2022-07-09 16:00:02.487	6	901026.0	0	1	1
343	26145	20220709	2022-07-09 17:00:02.740	6	886741.0	0	1	1
344	26146	20220709	2022-07-09 18:00:03.017	6	874267.0	0	1	1
345	26147	20220709	2022-07-09 19:00:02.277	6	869806.0	0	1	1
346	26148	20220709	2022-07-09 20:00:02.550	6	862763.0	0	1	1
347	26149	20220709	2022-07-09 21:00:02.817	6	862679.0	0	1	1
348	26150	20220709	2022-07-09 22:00:03.093	6	650785.0	0	1	0
349	26151	20220709	2022-07-09 23:00:02.463	6	858919.0	0	1	1
350	26152	20220710	2022-07-10 00:00:02.727	6	716019.0	0	1	0
351	26153	20220710	2022-07-10 01:00:03.007	6	505493.0	0	1	0
352	26154	20220710	2022-07-10 02:00:02.220	6	708012.0	0	1	0
353	26155	20220710	2022-07-10 03:00:02.493	6	566976.0	0	1	0
354	26156	20220710	2022-07-10 04:00:02.750	6	631275.0	0	1	0
355	26157	20220710	2022-07-10 05:00:03.020	6	695158.0	0	1	0
356	26158	20220710	2022-07-10 06:00:02.390	6	629066.0	0	1	0
357	26159	20220710	2022-07-10 07:00:02.727	6	827453.0	0	1	1
358	26160	20220710	2022-07-10 08:00:02.423	6	823651.0	0	1	1
359	26161	20220710	2022-07-10 09:00:02.693	6	813797.0	0	1	1
360	26162	20220710	2022-07-10 10:00:03.343	6	830038.0	0	1	1
361	26163	20220710	2022-07-10 11:00:03.133	6	853479.0	0	1	1
362	26164	20220710	2022-07-10 12:00:02.440	6	654275.0	0	1	0
363	26165	20220710	2022-07-10 13:00:02.697	6	886473.0	0	1	1
364	26166	20220710	2022-07-10 14:00:02.943	6	913081.0	0	1	1
365	26167	20220710	2022-07-10 15:00:02.213	6	932746.0	0	1	1
366	26168	20220710	2022-07-10 16:00:02.480	6	935050.0	0	1	1
367	26169	20220710	2022-07-10 17:00:02.733	6	926723.0	0	1	1
368	26170	20220710	2022-07-10 18:00:03.010	6	921597.0	0	1	1
369	26171	20220710	2022-07-10 19:00:02.280	6	917979.0	0	1	1
370	26172	20220710	2022-07-10 20:00:02.547	6	914097.0	0	1	1
371	26173	20220710	2022-07-10 21:00:02.807	6	909010.0	0	1	1
372	26174	20220710	2022-07-10 22:00:03.067	6	908364.0	0	1	1
373	26175	20220710	2022-07-10 23:00:02.337	6	905988.0	0	1	1
374	26176	20220711	2022-07-11 00:00:02.600	6	901452.0	0	1	1
375	26177	20220711	2022-07-11 01:00:02.853	6	894539.0	0	1	1
376	26178	20220711	2022-07-11 02:00:02.123	6	820937.0	0	1	0
377	26179	20220711	2022-07-11 03:00:02.387	6	887418.0	0	1	1
